event_id,location_id,role
12604,1124082,location
12607,1415808,location
12610,820839,location
12615,825380,location
12623,819319,location
29872,2071722,location
12629,2013506,location
12631,2366770,location
12642,1116851,location
12651,2049234,location
29877,2012920,location
12665,1117476,location
12670,818407,location
12676,2655280,location
29880,521533,location
12697,2796165,location
12711,1721316,location
12724,2614640,location
12730,520123,location
29886,1415621,location
12742,1117310,location
12746,2645378,location
12747,1423454,location
12758,1715838,location
12769,1427994,location
12772,1116845,location
12775,1717333,location
12780,819806,location
12785,1415436,location
12786,1417924,location
29894,1440565,location
12804,2622386,location
12806,825363,location
12808,821608,location
12812,519926,location
12826,818643,location
12831,525892,location
29912,818386,location
29914,818650,location
12833,1167804,location
29917,2013136,location
12851,1117807,location
12855,1116878,location
12868,2336771,location
12884,1744780,location
12891,2621492,location
12896,520913,location
12907,2610826,location
12917,1116868,location
12932,531180,location
12934,1116872,location
12940,2566988,location
12940,1026496,location
12944,519926,location
29935,2018663,location
12956,2314472,location
12956,1117947,location
12957,2326515,location
12961,1423603,location
12966,1416959,location
12971,1116958,location
29942,2611026,location
12978,1434092,location
12979,2312051,location
12989,2013561,location
12992,1725012,location
12992,2311970,location
12997,530019,location
13002,2625657,location
13003,1423017,location
29949,2627630,location
13005,2614026,location
13005,819466,location
29950,1458424,location
13022,1116907,location
13037,2611781,location
13043,530062,location
13049,1715526,location
13053,1117486,location
13056,1419807,location
29956,2312049,location
13069,525082,location
13073,1716148,location
13077,2020006,location
13098,1118091,location
29967,1416058,location
13108,821541,location
13121,520543,location
29976,2611045,location
29976,556587,location
29976,2610779,location
29978,1122836,location
29978,1415472,location
29979,2610788,location
13132,520046,location
29984,1720872,location
13136,520540,location
13159,2326740,location
13164,2313421,location
13167,1173825,location
13192,2614075,location
13195,1445790,location
13212,1415523,location
13213,2610826,location
13218,1415716,location
13236,2315607,location
13239,2311975,location
13242,1416054,location
13245,2315542,location
30003,2646283,location
13246,1417652,location
30004,1415501,location
30004,2611697,location
13256,819069,location
30006,819238,location
13265,818477,location
13269,2012922,location
13275,2019107,location
30018,2268152,location
13312,1716505,location
13315,1715070,location
13317,2013561,location
30025,1498658,location
13327,2611672,location
30028,2860842,location
13337,1755364,location
13340,2611672,location
13376,1730762,location
30033,1416192,location
13404,1417652,location
13405,1131794,location
30037,2616008,location
30041,819242,location
13426,1714945,location
13437,526796,location
30053,1164818,location
13454,2312915,location
13484,2610790,location
13493,2312004,location
30078,1715543,location
13524,1117310,location
13528,2611754,location
13534,1117511,location
13539,1415523,location
30109,2592325,location
13570,2012973,location
30117,1415463,location
13595,2313207,location
13605,519970,location
13607,818427,location
13610,1720393,location
30124,2312588,location
13625,1420191,location
30131,2898711,location
13639,2335833,location
13649,830828,location
13656,2017603,location
13676,519980,location
13678,1119016,location
30135,1871138,location
30137,520207,location
30141,1121675,location
13706,520518,location
30144,1740166,location
30145,818575,location
13714,1442631,location
13752,573791,location
13783,1117800,location
30160,1715803,location
13825,529447,location
13826,1117884,location
13827,2612087,location
13836,1118229,location
13842,2610931,location
13853,1415676,location
13860,831065,location
13861,2312976,location
13867,1714934,location
13876,1415436,location
13877,818386,location
13877,2012920,location
13877,2311975,location
13877,2012921,location
13882,2311975,location
13893,1415502,location
13896,822547,location
13897,2012921,location
13898,565036,location
13901,1416084,location
13902,2312024,location
13910,1116868,location
13916,1419806,location
13918,818828,location
13919,865022,location
13923,537683,location
13925,520046,location
13931,1116895,location
13940,1431069,location
13941,1415436,location
13946,2312689,location
30192,1117604,location
13953,843700,location
13954,818398,location
13958,520046,location
30197,1119789,location
13972,823832,location
13976,2317255,location
13979,1715841,location
13983,1120026,location
13986,818418,location
13989,2318673,location
13990,1119887,location
13995,2612317,location
13997,1415638,location
30206,1506816,location
13998,1715803,location
14000,1415456,location
14001,519999,location
30207,2311969,location
14009,1715881,location
14011,818386,location
14012,2611672,location
14015,2012992,location
14016,2312051,location
14018,1731872,location
14019,2611395,location
14020,2311972,location
14027,2013347,location
14032,2012973,location
14033,2313048,location
14035,2012973,location
14038,520344,location
14039,1416346,location
14049,2312002,location
14050,1416011,location
14054,2311972,location
30217,2013227,location
14059,527759,location
14059,1416369,location
14062,523319,location
14063,1715189,location
14065,1715275,location
14070,1418878,location
14070,2327245,location
14071,818405,location
14076,2312104,location
14079,2012921,location
14083,2312554,location
14085,520455,location
14086,2013136,location
14105,1117837,location
14107,1158927,location
14111,522132,location
14119,2013240,location
14135,2012920,location
14135,2311975,location
14135,2012921,location
14137,2014620,location
14142,2013921,location
14144,2012921,location
14151,2015844,location
14155,818831,location
30236,1117014,location
30237,1415685,location
14163,1418864,location
14168,2611503,location
14170,1416216,location
14172,2311975,location
14174,2018765,location
14176,2315609,location
14180,2017994,location
14183,2611018,location
14187,819383,location
14191,1415436,location
14203,2013240,location
14204,1116851,location
14208,1117478,location
14216,2165972,location
14217,2624592,location
14225,2611017,location
14235,1416241,location
30256,520046,location
14240,1416084,location
14242,1417058,location
14246,2013285,location
14247,818386,location
14253,1131311,location
14257,1715003,location
14265,1415436,location
30260,2318711,location
14275,2317987,location
14276,520469,location
30262,1444239,location
14277,819339,location
14279,522725,location
30266,2320876,location
14298,2617573,location
14302,820266,location
14303,1117799,location
14305,707475,location
14311,1430387,location
14313,2611763,location
30273,818648,location
14320,2312916,location
14338,2312699,location
14339,2386890,location
14343,520046,location
14348,523392,location
14353,2021779,location
14356,1117198,location
14357,1687403,location
14365,2351078,location
14367,1416527,location
14372,2611503,location
14373,530522,location
30288,822840,location
14388,2624343,location
14391,520851,location
14392,1732076,location
14393,1715835,location
14399,2026382,location
14400,829451,location
30295,2611416,location
14406,818407,location
14418,1415501,location
14419,2013002,location
14421,522132,location
14422,519911,location
14423,1164224,location
14423,865532,location
14423,1761851,location
14423,1462139,location
14428,2615048,location
14430,524708,location
14435,1117837,location
14436,1128510,location
14439,1715259,location
14448,2018668,location
14451,1125752,location
14463,2611651,location
14464,2610868,location
14469,819236,location
14471,1118064,location
14478,1719029,location
14478,2013991,location
14480,2013038,location
14481,2013267,location
14485,2012922,location
14486,1167119,location
30309,818396,location
30310,2610791,location
14495,520095,location
14499,2616669,location
14500,2611563,location
14501,520883,location
14513,1117837,location
30315,520933,location
14520,1454695,location
14521,2060884,location
14526,2316045,location
14529,2610828,location
14536,2545846,location
14539,2312649,location
14541,2610802,location
14543,2312207,location
14552,2013002,location
14561,2611630,location
14563,535811,location
14565,525569,location
14568,1714982,location
14576,2610799,location
14580,2326702,location
14581,522496,location
14583,523715,location
14584,2012947,location
14589,2325754,location
14590,2316986,location
14594,1416216,location
14608,1428490,location
14613,1752489,location
14614,2629537,location
14624,2615208,location
14626,2610827,location
14631,1426088,location
14641,1123536,location
14643,2013109,location
14646,1721791,location
14649,520225,location
14651,519999,location
14659,519926,location
14661,1415694,location
14662,2313682,location
14664,835383,location
14678,2612257,location
14688,548984,location
14693,2313042,location
14698,2620529,location
14699,1715260,location
14700,893358,location
14703,525638,location
30335,2329932,location
14709,2610779,location
14723,818826,location
14728,2341328,location
14729,1716969,location
14737,818694,location
14740,2612743,location
14743,520046,location
14744,1428796,location
14746,1752544,location
14750,1116926,location
30344,2452687,location
14753,2315283,location
14758,2013542,location
14761,2019457,location
14764,1117779,location
14766,2014130,location
30354,522817,location
14771,1130671,location
14790,2613386,location
14791,1719254,location
14798,1715844,location
14803,2610800,location
14809,819276,location
14815,520046,location
14817,2315329,location
14820,2315930,location
14831,1170443,location
14837,2614331,location
14841,1420637,location
14842,1715841,location
14845,1116958,location
14846,2615248,location
14848,2611017,location
14848,1116840,location
14851,2652380,location
14879,1719042,location
14893,1417050,location
14894,522522,location
14897,1415436,location
14900,819189,location
14903,1729526,location
14907,2611781,location
14909,819343,location
14911,819520,location
14915,2610864,location
14918,1715635,location
30387,1118412,location
14926,844166,location
14936,822553,location
14949,1416054,location
14957,524281,location
30403,1415876,location
30404,824662,location
30406,1415632,location
14965,2012977,location
14966,1141494,location
14967,2012977,location
30411,2312822,location
30416,1714921,location
14971,2018765,location
30422,2013226,location
14974,2013500,location
30425,2610802,location
30426,2317232,location
30429,1740665,location
14989,2614792,location
15006,1143815,location
15012,1127557,location
15014,1443143,location
15020,1125542,location
15023,2040855,location
15030,1436493,location
15032,2313886,location
15033,1753574,location
15036,1117052,location
15038,1432682,location
15040,1714955,location
15050,1715511,location
15052,2350223,location
15053,2017772,location
15057,2015664,location
15067,2616337,location
15074,1765820,location
15076,2319888,location
15079,1117213,location
15081,2315337,location
15092,855676,location
15097,1133917,location
15105,1720951,location
15106,1425518,location
15110,1716543,location
15114,1415505,location
15115,1674015,location
15118,1721459,location
15128,2650176,location
15129,2325882,location
15135,1728318,location
15144,859325,location
15146,1117486,location
15148,2614205,location
15151,2023432,location
15152,1117880,location
15163,1723964,location
15174,520469,location
15175,823973,location
15176,825298,location
15182,1415524,location
15200,1421921,location
15216,1118220,location
15218,1463388,location
15235,2014265,location
15237,2014803,location
15243,1141487,location
15244,2610863,location
30450,2319586,location
30450,2313040,location
15252,2570608,location
15266,818993,location
15277,2652816,location
30455,2610790,location
15288,1415470,location
30464,819425,location
30465,2320949,location
15299,2387032,location
15303,1118347,location
30471,2314454,location
30473,1416803,location
30481,526534,location
15324,1429017,location
15330,521476,location
15333,2012973,location
15342,819119,location
15343,527859,location
15352,521722,location
15360,1116878,location
15362,2013234,location
15365,2322664,location
15366,1158020,location
15384,1421522,location
30494,1714913,location
30496,525797,location
15406,1714913,location
15408,1715279,location
15410,1715142,location
15417,2613109,location
15418,823540,location
30500,1415436,location
30501,2013261,location
30504,823766,location
15434,1714937,location
15439,2319521,location
15459,2318276,location
30511,2012943,location
30511,519914,location
15463,520438,location
15464,2049234,location
30514,1727672,location
15469,2663817,location
15474,1649666,location
15478,2315449,location
15479,1431695,location
15501,863422,location
15510,1715961,location
15514,2013488,location
15520,1122918,location
15528,2319790,location
15538,519924,location
15540,520051,location
15564,2059768,location
15593,1718996,location
15616,520549,location
15637,819496,location
30535,2060816,location
15638,2615031,location
15643,1116845,location
30539,2014278,location
15649,2041337,location
15653,2611731,location
30545,575203,location
15663,2497949,location
15666,2311974,location
15668,821996,location
30546,2610827,location
30547,818386,location
15679,1416677,location
15684,2610802,location
15685,823837,location
15693,2656054,location
15711,2015843,location
15718,568043,location
15727,2610799,location
30566,819998,location
15759,2611049,location
15765,1416421,location
15767,2012973,location
15787,2610808,location
15800,520046,location
15816,819238,location
15821,2330007,location
30586,1134421,location
15833,2317110,location
15834,1714931,location
15835,2013259,location
30593,2013259,location
15841,833302,location
15851,575469,location
15852,2311975,location
30599,1715600,location
15874,2024846,location
15876,1162832,location
30606,819238,location
15895,2312958,location
30609,1729364,location
30610,2352245,location
15911,827196,location
15912,2016212,location
15936,2311975,location
15941,2018523,location
15950,2013226,location
15953,2023500,location
15954,1117310,location
15955,1716765,location
15960,1117799,location
30616,2635716,location
15968,819238,location
15972,1715999,location
15974,1416199,location
15975,1116859,location
15991,818396,location
15992,2620204,location
15993,1416301,location
15998,823695,location
16004,818424,location
16005,2612400,location
30629,1441293,location
16008,2013226,location
30634,2068959,location
16013,1714967,location
30636,1739023,location
16023,1758039,location
16031,2314036,location
16033,2610827,location
16036,2612052,location
16038,820642,location
16039,2611651,location
16049,1724386,location
30648,2013207,location
30649,2611703,location
30652,1157457,location
16052,855509,location
16053,819343,location
30659,523213,location
16094,2610774,location
16097,1415962,location
30662,857198,location
30663,843800,location
30665,825815,location
16119,2617876,location
30667,1415470,location
16132,2063539,location
16133,2610776,location
16139,2320216,location
16143,2325036,location
16145,1116898,location
16170,2012972,location
30673,2465348,location
16172,2610782,location
16172,519914,location
30674,2316813,location
30677,2610782,location
30677,519914,location
16192,1134148,location
16198,1724923,location
16224,2665706,location
16226,2312591,location
16233,1121230,location
16238,2313015,location
16245,2313634,location
16263,521012,location
30692,519914,location
16284,1120809,location
30694,2012987,location
30696,1871138,location
30698,1714944,location
30699,1082517,location
16296,2320593,location
16307,2013397,location
16310,1715999,location
16310,1416962,location
30706,2013991,location
16313,2610800,location
16340,1715148,location
16371,2012973,location
16372,1714937,location
16375,1718917,location
16392,1418804,location
16393,2055195,location
16397,1119297,location
16417,819113,location
16421,2371153,location
30733,1116915,location
16438,1156187,location
30737,1568410,location
16443,2613107,location
30738,2610779,location
30741,2610913,location
30741,1415524,location
30750,843294,location
16473,540568,location
16480,1416823,location
30754,1729739,location
30758,2031036,location
30761,2022788,location
16535,1715844,location
30769,522352,location
16542,1715825,location
16544,1117810,location
16564,1714913,location
30772,520207,location
16566,1714931,location
16567,2624142,location
30783,1121675,location
16597,2317758,location
16600,818387,location
16646,1965420,location
16646,519914,location
30791,821452,location
16746,520046,location
16747,1415436,location
30810,2610973,location
16752,1116874,location
30815,834803,location
16757,1415678,location
16762,1416200,location
16769,520046,location
30821,819347,location
30821,1715158,location
16772,1116840,location
16772,2611017,location
16774,1714913,location
16775,822781,location
16778,1417057,location
16786,2013212,location
16788,822862,location
16790,2315333,location
16791,2323785,location
16793,2312694,location
16794,2311968,location
16798,2264576,location
16818,2026934,location
16820,2012921,location
16833,1191995,location
16842,1745005,location
30837,2312002,location
16853,1416241,location
16859,2618372,location
16862,2616079,location
16865,520046,location
30843,522460,location
16870,835437,location
16872,1733805,location
16875,2311974,location
16876,1741560,location
16879,1116958,location
16884,833848,location
16885,2013779,location
16886,2610863,location
16888,2610962,location
16888,559127,location
16899,2637797,location
16901,1118740,location
16903,2312207,location
16905,2611416,location
16906,520490,location
16921,2022337,location
16924,1715791,location
16927,2610974,location
16928,1116861,location
16933,1719036,location
16935,2312616,location
16938,1722868,location
16953,1732966,location
16956,2012920,location
16962,2312104,location
16965,818404,location
16968,1718739,location
16975,1416421,location
16978,2611804,location
16983,1418268,location
16985,822905,location
16987,2027622,location
16989,819448,location
16991,2014878,location
16999,1416353,location
17001,1117779,location
30854,2312900,location
17013,2015844,location
17015,818392,location
17020,1117907,location
17024,520518,location
17025,520997,location
17027,520207,location
17028,2612319,location
17034,2611078,location
17035,1423017,location
17040,1117133,location
17043,1419937,location
17046,1714970,location
17068,1714985,location
17072,2611493,location
17077,1116864,location
17079,1715798,location
17081,853621,location
17083,2313048,location
17084,1715498,location
17086,1717856,location
17088,2616850,location
17089,1123853,location
17090,1117043,location
17091,820646,location
17092,2012931,location
17093,1417687,location
17095,2312207,location
17097,2610913,location
17112,2312138,location
17113,1714915,location
17117,1117779,location
30879,1416163,location
17131,2315337,location
17144,2795326,location
17161,853487,location
17165,2312144,location
17167,2019542,location
30894,1714984,location
17170,2610779,location
17171,521502,location
30902,2627619,location
17191,1428512,location
17195,2020954,location
17205,1120833,location
17212,519917,location
17217,2313370,location
30912,1171629,location
17235,520046,location
17238,819339,location
30916,2313008,location
17246,2317363,location
17247,2011705,location
17252,2013860,location
17253,2013226,location
17254,2012920,location
17260,818650,location
17271,1434449,location
17273,520046,location
17277,2012940,location
17278,1415998,location
17287,555289,location
17290,2613014,location
17291,1415524,location
17295,1116884,location
17300,521281,location
17301,1721680,location
17315,1416076,location
30934,2012927,location
17320,818643,location
17321,1131806,location
17323,2340261,location
17328,844257,location
17334,819092,location
17348,519917,location
17352,2322510,location
17353,835821,location
17354,818399,location
17355,1715889,location
17356,520168,location
17358,1732076,location
17363,1744672,location
17377,1118067,location
17384,819383,location
17389,830217,location
17390,1727312,location
17396,2013226,location
17398,1715823,location
17400,1431172,location
17403,530233,location
17408,819365,location
17418,2611672,location
17422,1416363,location
17426,520046,location
17428,2611489,location
17432,1117807,location
17435,2312901,location
17436,859410,location
17437,521825,location
17444,2012967,location
17450,2014274,location
30964,520151,location
17454,1127142,location
17456,1123457,location
17461,1715551,location
17462,525505,location
17469,2313634,location
17470,2013296,location
17473,2020785,location
17474,2316630,location
17478,2875059,location
17480,2317974,location
17485,548465,location
17491,1121910,location
17492,579505,location
17495,2616196,location
17496,2013168,location
17498,2013252,location
17499,2312937,location
17500,2357084,location
17508,2611344,location
17510,538374,location
17514,2038018,location
17516,1416043,location
17517,1719764,location
17531,1117885,location
17543,2015232,location
17545,1132790,location
17548,2651966,location
17551,2617281,location
17553,530537,location
17565,2327681,location
17569,2312147,location
17571,1716007,location
17572,2013961,location
17579,2611950,location
17594,520911,location
17611,519970,location
17615,2315329,location
17619,827046,location
17627,2012940,location
17632,1420492,location
17634,818387,location
17637,1117531,location
30990,2012921,location
30991,831538,location
17649,1715158,location
17671,1119105,location
17672,2610830,location
17673,818392,location
17676,2313366,location
17676,2646670,location
31000,1116882,location
17689,2456476,location
17692,2664727,location
17693,819117,location
17693,1173826,location
17697,818694,location
17698,1125118,location
17704,2357871,location
17705,2313824,location
17707,2615583,location
17709,1714972,location
17711,1720913,location
17712,1420346,location
17714,2014288,location
17715,520046,location
17716,520831,location
17717,1732488,location
17719,519914,location
17720,2624692,location
17728,1717816,location
17749,2610774,location
17751,2312208,location
17752,520878,location
17754,2312051,location
17756,1715142,location
17761,832018,location
17763,558074,location
17765,2015065,location
31023,1116896,location
31025,1715159,location
17781,2614439,location
31035,841895,location
17791,1073784,location
17800,1116856,location
31038,1717330,location
17805,1425836,location
17808,536648,location
17812,2313224,location
17821,843645,location
17824,520539,location
17826,2015232,location
31052,2013779,location
31053,2013203,location
17830,2018749,location
31055,1117014,location
31057,2318966,location
17839,2012921,location
17842,1721069,location
17843,2612043,location
17844,2312609,location
17845,2312973,location
17850,2030143,location
17852,1117856,location
17855,2013226,location
17857,1719241,location
17858,818707,location
17859,2038375,location
17860,833914,location
17863,2620529,location
17864,2015989,location
31070,1143191,location
17868,832189,location
17881,2312207,location
17882,2012921,location
17889,1722617,location
17897,1715863,location
17899,818399,location
17904,822038,location
17917,1116854,location
17918,2014562,location
17923,2022969,location
17924,2023890,location
17925,2611045,location
17938,2426466,location
17940,1735832,location
17943,2347089,location
17949,1714938,location
17953,1428698,location
17956,1718074,location
17957,2313012,location
17973,1415962,location
17976,821495,location
17979,2610788,location
17983,1126509,location
31073,1117810,location
17985,2025386,location
17991,829348,location
17993,520947,location
17994,2649328,location
17995,2611502,location
17999,823766,location
18003,1415529,location
18006,1749554,location
18012,1722228,location
18020,2312236,location
18023,2652177,location
18025,560196,location
18027,2366804,location
18029,1426656,location
18030,1415962,location
18033,846976,location
18036,1720885,location
18040,1420222,location
18045,530625,location
18058,2321948,location
18064,2318322,location
18067,1417474,location
18073,2351922,location
18078,2020188,location
18079,1460351,location
18080,1116851,location
31076,520046,location
18090,1417652,location
18092,1415481,location
31079,1116926,location
18096,852819,location
18097,2644773,location
31084,1119048,location
18101,1116882,location
31093,1116896,location
31094,2055097,location
18114,2611045,location
18117,1118561,location
18121,2311975,location
18126,663782,location
18134,2314622,location
18137,2610790,location
31109,2053856,location
18150,1715477,location
18157,2015094,location
31120,519919,location
18187,2013493,location
18194,522099,location
18198,1418268,location
18199,2014803,location
18203,1145580,location
18205,2312022,location
18207,1715837,location
18209,2316646,location
18211,2875058,location
18232,2611018,location
18237,818475,location
18242,2012931,location
31146,2610826,location
18247,1117478,location
18251,2316055,location
18255,2315580,location
18262,1423671,location
18274,2012931,location
18276,1428952,location
18283,2014508,location
18288,820860,location
31154,537807,location
18291,1420854,location
31155,1122819,location
18312,2012973,location
18322,528930,location
18330,1415463,location
18335,2013136,location
18346,1730465,location
18347,1415998,location
18347,824773,location
31167,2012921,location
31172,1415436,location
18394,1117420,location
18412,1116921,location
18414,1117126,location
18420,1738131,location
18424,2326034,location
18433,2312958,location
18441,1730902,location
18473,819496,location
18474,819178,location
18476,2013938,location
18478,1416035,location
18482,2612400,location
18487,519909,location
18489,1122869,location
18516,1119228,location
18519,818387,location
31205,2017474,location
31205,519914,location
18524,2647560,location
18538,818534,location
18544,2055664,location
18551,2320368,location
18555,1726887,location
18557,2016332,location
18558,519909,location
18559,818831,location
18560,2312029,location
18573,2263907,location
18578,520046,location
18580,1750439,location
31218,1750264,location
31219,1715791,location
18601,1715372,location
18602,519926,location
18616,1117658,location
18618,821142,location
18625,2611017,location
18627,2610790,location
18643,1416241,location
18649,1415436,location
18654,818797,location
18667,520177,location
18670,2611838,location
18676,519926,location
18680,1152204,location
18688,2311975,location
18692,818650,location
31234,1433212,location
18712,1416962,location
18728,1431096,location
31237,823645,location
18734,819242,location
18747,2611346,location
18755,2325912,location
18756,522845,location
18759,1715170,location
18767,521547,location
31244,836605,location
18772,2312236,location
18773,2317110,location
18777,1131268,location
18790,2616701,location
18801,2247925,location
18802,818694,location
18813,2323568,location
18815,827010,location
18822,2611346,location
18824,532342,location
31262,2311970,location
18825,1715956,location
18836,828200,location
18837,1735233,location
18841,1418804,location
18843,2611018,location
18851,1073784,location
18852,520883,location
18855,2013226,location
18874,1716169,location
18893,2013207,location
31278,526153,location
18899,1117837,location
18903,519926,location
18913,819238,location
18917,855214,location
18923,2610892,location
31280,1721736,location
31282,818731,location
18932,819450,location
31287,2610788,location
18951,2610785,location
18956,819164,location
18957,2013560,location
31291,861185,location
31292,2619619,location
18976,2012971,location
31302,2013252,location
18983,818396,location
18983,2611678,location
19003,859996,location
19011,2610802,location
19011,1715072,location
19011,2312049,location
19011,1116842,location
19011,2610963,location
19011,818563,location
19012,2012979,location
19013,1716925,location
19036,2568609,location
19062,2610861,location
19069,1422851,location
31310,2029037,location
19071,2017195,location
19077,818840,location
19085,1125118,location
31325,2013207,location
31328,1431311,location
31334,2042749,location
31337,818707,location
19161,1117798,location
19163,1416040,location
31349,1738749,location
31351,2611320,location
19174,2610812,location
31352,1116926,location
19190,2013397,location
19191,1415962,location
31358,2029694,location
31363,2013396,location
19209,1714984,location
19217,2014679,location
31365,2349908,location
31368,1416043,location
19235,819346,location
19244,1715681,location
31373,2041025,location
31373,2318741,location
19257,1417802,location
19259,2623014,location
19261,1416040,location
31377,1116846,location
19274,2018918,location
31382,521926,location
31383,2054451,location
19283,1676137,location
19285,2324891,location
31389,2311970,location
31391,1122709,location
19289,1116926,location
19303,1719289,location
19303,519914,location
19306,520834,location
19326,1715830,location
19326,519914,location
19327,519914,location
19331,2616221,location
19331,519914,location
19337,2610799,location
19344,1116840,location
31411,1873807,location
31411,519914,location
19358,1121321,location
19358,519914,location
31416,1740000,location
31427,520207,location
19440,2013779,location
19455,547990,location
19455,519914,location
19459,820298,location
19460,2611360,location
31441,2016867,location
19469,1420465,location
19475,2012973,location
31448,1714923,location
19498,2012920,location
19508,2610825,location
31455,525186,location
19530,2314174,location
19533,2012920,location
19544,2012967,location
31460,519926,location
31461,2015357,location
19552,1714937,location
31464,521433,location
31464,519914,location
19571,2013538,location
31466,818650,location
19592,819343,location
19595,819458,location
19601,1459553,location
19603,1433561,location
19605,837807,location
19609,519909,location
19611,1715995,location
19620,2610791,location
19623,2088015,location
19630,520469,location
19637,2012920,location
19637,1116891,location
19637,2610846,location
19638,2617756,location
19642,2614331,location
19643,1170443,location
19650,845315,location
19651,2316185,location
19657,2013136,location
19658,2610802,location
19661,2617737,location
19662,1419408,location
19667,2611685,location
19669,520046,location
31490,1325850,location
19674,822192,location
31492,1433394,location
19687,1415529,location
19688,1417418,location
19691,1116874,location
19692,2312224,location
19697,555447,location
19712,1136131,location
19716,2012940,location
19720,1716748,location
19725,2610846,location
19726,2611409,location
19727,845578,location
19731,1117853,location
19743,2613115,location
19745,2610868,location
19747,2017030,location
19751,819424,location
19752,519909,location
19757,519922,location
19758,2641599,location
19762,1125519,location
19765,522725,location
19766,2620813,location
19769,2325852,location
19776,827100,location
19778,1416084,location
19782,2012922,location
19782,1415687,location
31516,2616701,location
19786,1743405,location
19797,2312937,location
19798,1423950,location
19800,2014730,location
19802,2610783,location
19805,2611706,location
19808,1715861,location
19812,2012921,location
19813,832548,location
19815,1714913,location
19817,1711234,location
19819,2324825,location
19823,819466,location
19833,537879,location
19842,1122931,location
19851,2013216,location
31526,1416300,location
19860,1415716,location
19861,2312051,location
19863,2611738,location
19865,1117588,location
19866,2013136,location
19867,2012921,location
19868,2611012,location
19871,1416026,location
19874,1714920,location
19882,520911,location
31533,1715803,location
19887,2610864,location
19890,1415716,location
19893,1116878,location
19895,1729617,location
31539,1122342,location
19903,1117837,location
19910,1418463,location
19911,2013934,location
19913,2313764,location
19923,872219,location
31544,1742041,location
19937,2027471,location
19944,819321,location
19948,1116882,location
19952,2349603,location
19953,2313046,location
19959,2611422,location
19961,1420732,location
19966,1424538,location
19967,2312224,location
19969,1117126,location
19973,2622418,location
19976,520046,location
19980,2013215,location
19981,2313007,location
19984,2610827,location
19994,818407,location
20003,1759983,location
20004,2610771,location
20006,2012940,location
20007,1420863,location
31565,520101,location
20015,857605,location
20024,1118564,location
20034,519909,location
20037,2616964,location
20037,822067,location
20038,525179,location
20046,1427131,location
20055,1744672,location
20057,2611430,location
20061,818583,location
20065,1117491,location
20067,596315,location
20068,2614297,location
20068,1415463,location
20076,2013240,location
20083,1415500,location
20089,2313111,location
20095,2611753,location
20103,2012921,location
20107,1117807,location
20110,520168,location
20111,2314222,location
20113,1715367,location
20115,2016032,location
20117,2024600,location
20119,1419783,location
20121,819339,location
20122,1721316,location
20132,2633116,location
20135,1416192,location
20136,1119541,location
20147,1116861,location
20151,1116842,location
31605,1416956,location
20157,1124848,location
20171,2015857,location
20173,1425085,location
20174,832002,location
20178,2611078,location
20179,2013636,location
20180,1415436,location
20189,2012973,location
31611,2312617,location
20206,2612307,location
20208,2013227,location
20211,2316055,location
31613,2312554,location
20219,1118442,location
20222,1116913,location
20225,819339,location
20231,2013207,location
20236,520168,location
20237,2316246,location
20238,1420256,location
20241,520469,location
20244,1117101,location
20252,1715477,location
20257,1116958,location
20258,1416216,location
20259,1123065,location
20265,1415528,location
20271,1138888,location
20272,1415621,location
20275,1421163,location
20277,2313013,location
20294,1416076,location
20297,2311975,location
20301,2610863,location
20305,1714934,location
20306,1120542,location
31627,519963,location
20313,2013002,location
20314,2013002,location
20316,520046,location
20317,1441961,location
20323,1729224,location
20326,1124512,location
31637,1452923,location
20339,1123573,location
20340,520996,location
20342,1128954,location
20356,1419839,location
20362,1714962,location
20367,2013215,location
20390,1714945,location
20397,1714945,location
20400,821237,location
20413,1725235,location
20415,2027635,location
20415,1570124,location
20416,1415470,location
20417,560630,location
20419,2015826,location
20421,1068682,location
20426,1125344,location
20429,2013934,location
20434,1715480,location
20435,527516,location
20441,2017205,location
20444,1416058,location
20447,819153,location
20455,2314089,location
20459,2614026,location
20463,1716007,location
20465,2339386,location
20470,1415536,location
20475,819436,location
20486,1415676,location
20492,1117305,location
20493,1426480,location
31667,524862,location
31670,1437129,location
20505,525171,location
31682,1117598,location
20512,1716406,location
20516,819520,location
31685,868556,location
20517,2312159,location
20519,1121280,location
20524,1716137,location
20525,1722321,location
20541,2611404,location
20542,1432310,location
20544,2013231,location
20546,1720206,location
20547,1715481,location
31688,1120279,location
20552,1417652,location
31696,1415514,location
20561,2610826,location
20568,2664727,location
20575,533947,location
20579,1121928,location
20580,838334,location
20587,519910,location
20589,1728011,location
20594,1127844,location
20596,1118218,location
20599,2019127,location
20614,2313824,location
20623,1124694,location
20625,522103,location
20628,1135407,location
20631,1122401,location
20632,1127042,location
31711,540266,location
20639,1117210,location
20648,2318061,location
20668,1116878,location
20672,1415529,location
31731,2013397,location
31732,1117837,location
31735,2013207,location
20696,2012940,location
31740,1422553,location
20698,818412,location
31741,2012973,location
31742,1715830,location
31743,1715845,location
31745,1117310,location
31747,2312937,location
31749,520330,location
31750,1122871,location
31750,2013991,location
31750,819425,location
20703,859664,location
31755,2012973,location
20708,2615534,location
31756,2014612,location
31759,2625411,location
20715,519986,location
20719,2611323,location
20721,2312951,location
20723,818745,location
20731,1432270,location
20744,525279,location
20750,1742657,location
20759,2638711,location
20767,1728595,location
20768,824423,location
20774,1429145,location
20781,2616653,location
20783,2613461,location
