id,event_a_id,event_b_id,direction,layer_type,layer_entity_id,connection_type,strength_score,source_count,time_distance,manual_strength,manual_reason,verification_status,verified_by,verified_at,curated_status,curated_by,curated_at,curation_note,created_at,updated_at
3803,5199,22644,bidirectional,location,519914,follows,6.94,1,3,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3804,22644,26037,bidirectional,location,519914,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3805,26037,11812,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3806,11812,11404,forward,location,519914,follows,6.74,1,13,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3807,11404,17719,forward,location,519914,follows,6.16,1,42,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3808,17719,7305,forward,location,519914,follows,6.42,1,29,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3809,7305,6309,bidirectional,location,519914,follows,6.96,1,2,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3810,6309,8252,forward,location,519914,follows,6.64,1,18,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3811,8252,31205,bidirectional,location,519914,follows,6.96,1,2,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3812,31205,22521,forward,location,519914,follows,6.76,1,12,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3813,22521,30511,bidirectional,location,519914,follows,6.94,1,3,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3814,30511,20972,bidirectional,location,519914,follows,6.88,1,6,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3815,20972,16172,bidirectional,location,519914,follows,6.86,1,7,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3816,16172,30677,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3817,30677,33395,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3818,33395,30692,bidirectional,location,519914,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3819,30692,28630,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3820,28630,27683,bidirectional,location,519914,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3821,27683,33442,bidirectional,location,519914,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3822,33442,22184,bidirectional,location,519914,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3823,22184,22220,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3824,22220,10771,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3825,10771,24995,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3826,24995,24997,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3827,24997,10741,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3828,10741,19327,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3829,19327,19358,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3830,19358,19455,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3831,19455,19303,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3832,19303,7838,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3833,7838,33491,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3834,33491,7816,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3835,7816,31411,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3836,31411,19326,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3837,19326,19331,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3838,19331,27856,bidirectional,location,519914,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3839,27856,16646,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3840,16646,28736,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3841,28736,28727,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3842,28727,32117,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3843,32117,31464,bidirectional,location,519914,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3844,31464,33531,bidirectional,location,519914,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3845,7074,16769,forward,location,520046,follows,6,1,154,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3846,16769,25361,forward,location,520046,follows,6,1,94,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3847,25361,13958,forward,location,520046,follows,6.04,1,48,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3848,13958,16746,forward,location,520046,follows,6.14,1,43,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3849,16746,14743,forward,location,520046,follows,6,1,96,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3850,14743,19976,bidirectional,location,520046,follows,6.84,1,8,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3851,19976,25589,forward,location,520046,follows,6.22,1,39,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3852,25589,20316,forward,location,520046,follows,6.06,1,47,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3853,20316,17715,bidirectional,location,520046,follows,6.8,1,10,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3854,17715,8779,bidirectional,location,520046,follows,6.92,1,4,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3855,8779,21710,bidirectional,location,520046,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3856,21710,14343,forward,location,520046,follows,6.62,1,19,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3857,14343,11012,forward,location,520046,follows,6,1,102,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3858,11012,15800,forward,location,520046,follows,6,1,104,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3859,15800,30256,forward,location,520046,follows,6.3,1,35,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3860,30256,5490,forward,location,520046,follows,6.58,1,21,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3861,5490,17235,bidirectional,location,520046,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3862,17235,14815,bidirectional,location,520046,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3863,14815,5905,forward,location,520046,follows,6.38,1,31,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3864,5905,8695,forward,location,520046,follows,6.5,1,25,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3865,8695,11461,bidirectional,location,520046,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3866,11461,31076,forward,location,520046,follows,6.16,1,42,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3867,31076,17426,forward,location,520046,follows,6.24,1,38,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3868,17426,6110,forward,location,520046,follows,6,1,50,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3869,6110,23398,bidirectional,location,520046,follows,6.94,1,3,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3870,23398,18578,forward,location,520046,follows,6.66,1,17,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3871,18578,25536,forward,location,520046,follows,6.78,1,11,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3872,25536,22501,forward,location,520046,follows,6.38,1,31,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3873,22501,13132,bidirectional,location,520046,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3874,13132,17273,forward,location,520046,follows,6.5,1,25,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3875,17273,12001,forward,location,520046,follows,6,1,54,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3876,12001,9691,forward,location,520046,follows,6,1,123,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3877,9691,11878,forward,location,520046,follows,6,1,151,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3878,11878,29184,forward,location,520046,follows,6.72,1,14,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3879,29184,11634,forward,location,520046,follows,6.78,1,11,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3880,11634,32097,forward,location,520046,follows,6,1,63,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3881,32097,16865,bidirectional,location,520046,follows,6.96,1,2,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3882,16865,26703,forward,location,520046,follows,6.7,1,15,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3883,26703,13925,bidirectional,location,520046,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3884,13925,19669,bidirectional,location,520046,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3885,15936,23528,forward,location,2311975,follows,6,1,130,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3886,23528,8808,forward,location,2311975,follows,6.72,1,14,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3887,8808,18688,forward,location,2311975,follows,6.48,1,26,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3888,18688,13239,forward,location,2311975,follows,6.38,1,31,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3889,13239,15852,forward,location,2311975,follows,6,1,167,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3890,15852,26344,bidirectional,location,2311975,follows,6.88,1,6,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3891,26344,7112,bidirectional,location,2311975,follows,6.88,1,6,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3892,7112,5380,forward,location,2311975,follows,6.4,1,30,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3893,5380,12086,forward,location,2311975,follows,6,1,123,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3894,12086,22638,forward,location,2311975,follows,6.18,1,41,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3895,22638,5597,bidirectional,location,2311975,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3896,5597,25548,forward,location,2311975,follows,6,1,84,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3897,25548,9183,bidirectional,location,2311975,follows,6.82,1,9,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3898,9183,13882,forward,location,2311975,follows,6.74,1,13,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3899,13882,20297,bidirectional,location,2311975,follows,6.94,1,3,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3900,20297,8221,bidirectional,location,2311975,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3901,8221,5662,bidirectional,location,2311975,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3902,5662,8590,bidirectional,location,2311975,follows,6.86,1,7,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3903,8590,11988,bidirectional,location,2311975,follows,6.8,1,10,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3904,11988,9209,bidirectional,location,2311975,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3905,9209,18121,bidirectional,location,2311975,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3906,18121,9495,bidirectional,location,2311975,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3907,9495,11081,forward,location,2311975,follows,6.5600000000000005,1,22,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3908,11081,25490,bidirectional,location,2311975,follows,6.86,1,7,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3909,25490,25359,bidirectional,location,2311975,follows,6.96,1,2,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3910,25359,31884,bidirectional,location,2311975,follows,6.9,1,5,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3911,31884,14172,forward,location,2311975,follows,6.72,1,14,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3912,14172,11337,bidirectional,location,2311975,follows,6.96,1,2,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3913,11337,25691,bidirectional,location,2311975,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3914,25691,21399,forward,location,2311975,follows,6.6,1,20,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3915,21399,21413,bidirectional,location,2311975,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3916,21413,22035,bidirectional,location,2311975,follows,6.88,1,6,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3917,22035,10807,bidirectional,location,2311975,follows,6.94,1,3,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3918,10807,29458,bidirectional,location,2311975,follows,6.96,1,2,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3919,29854,33213,forward,location,2012921,follows,6,1,94,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3920,33213,20103,forward,location,2012921,follows,6,1,191,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3921,20103,19812,forward,location,2012921,follows,6.52,1,24,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3922,19812,13897,bidirectional,location,2012921,follows,6.88,1,6,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3923,13897,22649,bidirectional,location,2012921,follows,6.94,1,3,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3924,22649,11410,forward,location,2012921,follows,6.76,1,12,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3925,11410,14079,bidirectional,location,2012921,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3926,14079,17839,forward,location,2012921,follows,6.46,1,27,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3927,17839,22901,bidirectional,location,2012921,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3928,22901,29293,forward,location,2012921,follows,6.18,1,41,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3929,29293,14144,bidirectional,location,2012921,follows,6.86,1,7,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3930,14144,8335,forward,location,2012921,follows,6.7,1,15,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3931,8335,19867,bidirectional,location,2012921,follows,6.9,1,5,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3932,19867,5388,bidirectional,location,2012921,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3933,5388,5890,bidirectional,location,2012921,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3934,5890,17882,bidirectional,location,2012921,follows,6.92,1,4,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3935,17882,25795,bidirectional,location,2012921,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3936,25795,16820,forward,location,2012921,follows,6.76,1,12,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3937,16820,6048,forward,location,2012921,follows,6.62,1,19,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3938,6048,29294,bidirectional,location,2012921,follows,6.96,1,2,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3939,29294,31167,forward,location,2012921,follows,6.52,1,24,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3940,31167,11669,bidirectional,location,2012921,follows,6.88,1,6,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3941,11669,7600,forward,location,2012921,follows,6.7,1,15,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3942,25387,11367,bidirectional,location,1415436,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3943,11367,26827,bidirectional,location,1415436,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3944,26827,14897,forward,location,1415436,follows,6,1,88,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3945,14897,13941,forward,location,1415436,follows,6.1,1,45,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3946,13941,14265,bidirectional,location,1415436,follows,6.92,1,4,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3947,14265,14191,bidirectional,location,1415436,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3948,14191,11696,bidirectional,location,1415436,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3949,11696,22858,forward,location,1415436,follows,6.26,1,37,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3950,22858,8588,bidirectional,location,1415436,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3951,8588,25443,bidirectional,location,1415436,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3952,25443,16747,forward,location,1415436,follows,6,1,83,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3953,16747,11323,bidirectional,location,1415436,follows,6.88,1,6,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3954,11323,20180,bidirectional,location,1415436,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3955,20180,25811,bidirectional,location,1415436,follows,6.88,1,6,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3956,25811,8535,bidirectional,location,1415436,follows,6.94,1,3,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3957,8535,30500,bidirectional,location,1415436,follows,6.9,1,5,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3958,30500,13876,bidirectional,location,1415436,follows,6.9,1,5,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3959,13876,9705,bidirectional,location,1415436,follows,6.92,1,4,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3960,9705,12785,forward,location,1415436,follows,6.76,1,12,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3961,12785,18649,forward,location,1415436,follows,6,1,50,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3962,6726,22878,forward,location,2610779,follows,6,1,309,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3963,22878,22874,forward,location,2610779,follows,6,1,104,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3964,22874,22887,bidirectional,location,2610779,follows,6.84,1,8,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3965,22887,9094,forward,location,2610779,follows,6,1,526,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3966,9094,9794,forward,location,2610779,follows,6.48,1,26,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3967,9794,12562,forward,location,2610779,follows,6,1,105,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3968,12562,8422,bidirectional,location,2610779,follows,6.96,1,2,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3969,8422,14709,forward,location,2610779,follows,6,1,544,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3970,14709,8400,forward,location,2610779,follows,6.5600000000000005,1,22,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3971,8400,8202,forward,location,2610779,follows,6,1,463,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3972,8202,25588,forward,location,2610779,follows,6,1,88,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3973,25588,26274,forward,location,2610779,follows,6,1,57,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3974,26274,6727,forward,location,2610779,follows,6,1,590,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3975,6727,17170,forward,location,2610779,follows,6,1,83,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3976,17170,23321,forward,location,2610779,follows,6.4,1,30,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3977,23321,32273,bidirectional,location,2610779,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3978,32273,32614,forward,location,2610779,follows,6.62,1,19,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3979,17396,18855,forward,location,2013226,follows,6,1,325,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3980,18855,7547,forward,location,2013226,follows,6.36,1,32,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3981,7547,26796,forward,location,2013226,follows,6,1,92,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3982,26796,21879,forward,location,2013226,follows,6.24,1,38,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3983,21879,12520,forward,location,2013226,follows,6,1,136,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3984,12520,27800,forward,location,2013226,follows,6,1,256,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3985,27800,17855,forward,location,2013226,follows,6,1,402,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3986,17855,32424,forward,location,2013226,follows,6,1,61,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3987,32424,6707,bidirectional,location,2013226,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3988,6707,17253,forward,location,2013226,follows,6.36,1,32,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3989,17253,30422,bidirectional,location,2013226,follows,6.98,1,1,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3990,30422,24434,bidirectional,location,2013226,follows,6.96,1,2,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
3991,24434,24449,bidirectional,location,2013226,follows,7,1,0,,,unverified,,,,,,,2026-02-13 20:23:14.551631,2026-02-13 20:23:14.551631
