event_id,person_id,role,description
16785,4984380,conflict,
16785,4984386,conflict,
19711,4984398,conflict,
16785,4984401,conflict,
16785,4984403,conflict,
16785,4984405,conflict,
25303,4984410,conflict,
16785,4984410,conflict,
16785,4984412,conflict,
16785,4984418,conflict,
22478,4984429,conflict,
16785,4984429,conflict,
11056,4984438,conflict,
16785,4984442,conflict,
5202,4984443,conflict,
16785,4984445,conflict,
16785,4984456,conflict,
16785,4984461,conflict,
16785,4984463,conflict,
22478,4984467,conflict,
22500,4984473,conflict,
13851,4984480,conflict,
22500,4984480,conflict,
16785,4984488,conflict,
16785,4984489,conflict,
16785,4984495,conflict,
16785,4984506,conflict,
16785,4984507,conflict,
16785,4984514,conflict,
16785,4984515,conflict,
16785,4984516,conflict,
16785,4984519,conflict,
22478,4984521,conflict,
16785,4984521,conflict,
25299,4984523,conflict,
16785,4984524,conflict,
16785,4984525,conflict,
16785,4984528,conflict,
16785,4984531,conflict,
14070,4984532,conflict,
16785,4984535,conflict,
16785,4984537,conflict,
16785,4984538,conflict,
16785,4984539,conflict,
25905,4984543,conflict,
25399,4984543,conflict,
22677,4984543,conflict,
22513,4984543,conflict,
16785,4984544,conflict,
16785,4984545,conflict,
16785,4984563,conflict,
19593,4984564,conflict,
16785,4984566,conflict,
16785,4984567,conflict,
16785,4984568,conflict,
16785,4984570,conflict,
11056,4984570,conflict,
25303,4984570,conflict,
16785,4984573,conflict,
19604,4984573,conflict,
16785,4984575,conflict,
22478,4984598,conflict,
19589,4984601,conflict,
16741,4984601,conflict,
16785,4984604,conflict,
13873,4984609,conflict,
22478,4984610,conflict,
16785,4984610,conflict,
16785,4984615,conflict,
22478,4984618,conflict,
16785,4984622,conflict,
16785,4984625,conflict,
16785,4984627,conflict,
16785,4984639,conflict,
16785,4984645,conflict,
16785,4984649,conflict,
11109,4984652,conflict,
14280,4984652,conflict,
19596,4984655,conflict,
25516,4984657,conflict,
16785,4984658,conflict,
16785,4984672,conflict,
16785,4984680,conflict,
22478,4984680,conflict,
16785,4984683,conflict,
16785,4984684,conflict,
25303,4984693,conflict,
16785,4984693,conflict,
22478,4984695,conflict,
16785,4984695,conflict,
16771,4984695,conflict,
16785,4984703,conflict,
16785,4984713,conflict,
16785,4984716,conflict,
25303,4984716,conflict,
16785,4984719,conflict,
16785,4984721,conflict,
8124,4984723,conflict,
8130,4984723,conflict,
16785,4984732,conflict,
14280,4984733,conflict,
16785,4984737,conflict,
16785,4984742,conflict,
16785,4984744,conflict,
14029,4984746,conflict,
17038,4984747,conflict,
11045,4984747,conflict,
22660,4984747,conflict,
8317,4984747,conflict,
16785,4984756,conflict,
22478,4984761,conflict,
16785,4984761,conflict,
22478,4984765,conflict,
16785,4984770,conflict,
5202,4984770,conflict,
25302,4984770,conflict,
19618,4984770,conflict,
16785,4984771,conflict,
25303,4984788,conflict,
16785,4984788,conflict,
16785,4984796,conflict,
16785,4984797,conflict,
16785,4984799,conflict,
11287,4984808,conflict,
16785,4984810,conflict,
16785,4984811,conflict,
19593,4984846,conflict,
11029,4984846,conflict,
16785,4984860,conflict,
16785,4984861,conflict,
16785,4984863,conflict,
16785,4984867,conflict,
16785,4984871,conflict,
16742,4984901,conflict,
16785,4984903,conflict,
16785,4984907,conflict,
19633,4984908,conflict,
16785,4984918,conflict,
16785,4984921,conflict,
16785,4984923,conflict,
16785,4984929,conflict,
16785,4984932,conflict,
16785,4984935,conflict,
16785,4984936,conflict,
19588,4984936,conflict,
13893,4984936,conflict,
16785,4984937,conflict,
16785,4984939,conflict,
16785,4984940,conflict,
16785,4984941,conflict,
16785,4984951,conflict,
19711,4984954,conflict,
16785,4984959,conflict,
22478,4984962,conflict,
22500,4984966,conflict,
16785,4984969,conflict,
16785,4984970,conflict,
16785,4984974,conflict,
16785,4984979,conflict,
16785,4984986,conflict,
16785,4984993,conflict,
16785,4985003,conflict,
16785,4985005,conflict,
16785,4985006,conflict,
16785,4985007,conflict,
22529,4985011,conflict,
16785,4985012,conflict,
16785,4985020,conflict,
11109,4985027,conflict,
16785,4985028,conflict,
25303,4985030,conflict,
16785,4985030,conflict,
16785,4985043,conflict,
22478,4985046,conflict,
11109,4985059,conflict,
14280,4985061,conflict,
14280,4985076,conflict,
14070,4985085,conflict,
16785,4985090,conflict,
16785,4985091,conflict,
22478,4985102,conflict,
16785,4985118,conflict,
16785,4985130,conflict,
16785,4985142,conflict,
13893,4985142,conflict,
16785,4985156,conflict,
16785,4985158,conflict,
22500,4985162,conflict,
13890,4985162,conflict,
22478,4985162,conflict,
16785,4985165,conflict,
16785,4985175,conflict,
5201,4985215,conflict,
22619,4985215,conflict,
19629,4985215,conflict,
16495,4985261,significant_event,
16785,4985292,conflict,
16785,4985311,conflict,
16785,4985316,conflict,
16785,4985318,conflict,
16785,4985329,conflict,
22540,4985332,conflict,
16785,4985336,conflict,
16785,4985337,conflict,
16785,4985340,conflict,
19593,4985347,conflict,
11029,4985347,conflict,
19900,4985347,conflict,
16785,4985348,conflict,
16771,4985354,conflict,
16785,4985354,conflict,
16785,4985357,conflict,
25302,4985357,conflict,
19859,4985357,conflict,
16785,4985358,conflict,
16785,4985363,conflict,
11029,4985372,conflict,
16785,4985378,conflict,
16785,4985379,conflict,
16785,4985380,conflict,
11056,4985382,conflict,
16785,4985382,conflict,
16785,4985384,conflict,
16785,4985387,conflict,
22500,4985391,conflict,
22500,4985393,conflict,
22478,4985393,conflict,
16785,4985397,conflict,
16785,4985403,conflict,
25303,4985403,conflict,
16785,4985405,conflict,
16785,4985407,conflict,
16785,4985412,conflict,
16785,4985414,conflict,
16785,4985418,conflict,
8170,4985419,conflict,
16850,4985419,conflict,
11109,4985419,conflict,
16755,4985429,conflict,
13851,4985432,conflict,
22500,4985432,conflict,
16785,4985442,conflict,
14152,4985447,conflict,
22529,4985447,conflict,
13873,4985447,conflict,
16785,4985451,conflict,
8143,4985452,conflict,
22478,4985452,conflict,
16785,4985452,conflict,
16785,4985455,conflict,
16785,4985463,conflict,
16785,4985465,conflict,
25303,4985469,conflict,
16785,4985469,conflict,
16785,4985474,conflict,
11029,4985484,conflict,
16785,4985489,conflict,
16785,4985493,conflict,
16785,4985501,conflict,
16049,4985504,conflict,
15992,4985504,conflict,
23136,4985504,conflict,
16785,4985515,conflict,
5218,4985516,conflict,
13873,4985516,conflict,
11056,4985518,conflict,
25303,4985518,conflict,
16785,4985518,conflict,
16785,4985519,conflict,
16785,4985521,conflict,
25384,4985523,conflict,
16785,4985530,conflict,
16785,4985537,conflict,
25299,4985547,conflict,
22478,4985553,conflict,
16785,4985553,conflict,
16785,4985568,conflict,
16785,4985582,conflict,
16785,4985583,conflict,
13873,4985588,conflict,
16764,4985588,conflict,
11109,4985588,conflict,
16850,4985588,conflict,
25400,4985588,conflict,
11108,4985589,conflict,
22500,4985592,conflict,
16785,4985598,conflict,
16785,4985625,conflict,
13851,4985628,conflict,
22478,4985628,conflict,
5195,4985637,conflict,
11715,4985644,conflict,
16785,4985653,conflict,
16785,4985656,conflict,
16785,4985657,conflict,
16785,4985666,conflict,
16785,4985673,conflict,
11109,4985681,conflict,
25400,4985686,conflict,
16785,4985692,conflict,
16785,4985707,conflict,
16785,4985717,conflict,
16785,4985729,conflict,
16785,4985733,conflict,
16785,4985734,conflict,
16785,4985741,conflict,
16785,4985742,conflict,
16785,4985750,conflict,
16755,4985755,conflict,
16785,4985761,conflict,
16785,4985763,conflict,
16785,4985764,conflict,
25655,4985766,conflict,
8170,4985770,conflict,
16785,4985784,conflict,
16785,4985787,conflict,
11109,4985795,conflict,
16785,4985803,conflict,
13852,4985806,conflict,
8303,4985806,conflict,
16785,4985809,conflict,
16785,4985811,conflict,
16785,4985814,conflict,
16785,4985815,conflict,
16785,4985817,conflict,
16785,4985818,conflict,
16785,4985820,conflict,
7035,4985824,participant_in,
22478,4985832,conflict,
16785,4985839,conflict,
16785,4985853,conflict,
16785,4985854,conflict,
16785,4985859,conflict,
16785,4985860,conflict,
16742,4985861,conflict,
16785,4985861,conflict,
25303,4985862,conflict,
16785,4985862,conflict,
16785,4985864,conflict,
22478,4985867,conflict,
16785,4985868,conflict,
22478,4985869,conflict,
16785,4985880,conflict,
16785,4985881,conflict,
16785,4985890,conflict,
16785,4985902,conflict,
22540,4985903,conflict,
16785,4985906,conflict,
16785,4985907,conflict,
16785,4985908,conflict,
16785,4985925,conflict,
16785,4985928,conflict,
22478,4985934,conflict,
14070,4985934,conflict,
25303,4985934,conflict,
16785,4985934,conflict,
16785,4985935,conflict,
11109,4985957,conflict,
25303,4985959,conflict,
16785,4985959,conflict,
16788,4985961,conflict,
14169,4985961,conflict,
16785,4985968,conflict,
16785,4985972,conflict,
22512,4985974,conflict,
16785,4985975,conflict,
16785,4985979,conflict,
16785,4985982,conflict,
22478,4985986,conflict,
25303,4985986,conflict,
22478,4985993,conflict,
16785,4985993,conflict,
16785,4986001,conflict,
25303,4986002,conflict,
16785,4986002,conflict,
16785,4986017,conflict,
16785,4986018,conflict,
16785,4986020,conflict,
16785,4986021,conflict,
16785,4986025,conflict,
22478,4986032,conflict,
16785,4986032,conflict,
16785,4986052,conflict,
16785,4986055,conflict,
22500,4986058,conflict,
22478,4986058,conflict,
16785,4986062,conflict,
16785,4986063,conflict,
16785,4986072,conflict,
13893,4986072,conflict,
16785,4986076,conflict,
19593,4986083,conflict,
11029,4986083,conflict,
16785,4986086,conflict,
16785,4986094,conflict,
22512,4986096,conflict,
22540,4986097,conflict,
16785,4986102,conflict,
16785,4986105,conflict,
16755,4986107,conflict,
16785,4986109,conflict,
16785,4986119,conflict,
16785,4986120,conflict,
16785,4986123,conflict,
16785,4986128,conflict,
16785,4986132,conflict,
16785,4986151,conflict,
16755,4986159,conflict,
16755,4986160,conflict,
16785,4986161,conflict,
16785,4986164,conflict,
16785,4986166,conflict,
16785,4986167,conflict,
16785,4986175,conflict,
19593,4986181,conflict,
22832,4986181,conflict,
16785,4986182,conflict,
15992,4986185,conflict,
23136,4986185,conflict,
14379,4986185,conflict,
14070,4986190,conflict,
16785,4986196,conflict,
16785,4986198,conflict,
5218,4986200,conflict,
22903,4986200,conflict,
22540,4986200,conflict,
22645,4986200,conflict,
16785,4986204,conflict,
16742,4986214,conflict,
25294,4986216,conflict,
11029,4986223,conflict,
19665,4986231,conflict,
19711,4986231,conflict,
11287,4986232,conflict,
13873,4986232,conflict,
16764,4986232,conflict,
16850,4986232,conflict,
11109,4986243,conflict,
11029,4986247,conflict,
19593,4986252,conflict,
16785,4986259,conflict,
16785,4986260,conflict,
20289,4986267,conflict,
16785,4986274,conflict,
19589,4986280,conflict,
16755,4986286,conflict,
16785,4986289,conflict,
16785,4986290,conflict,
16785,4986291,conflict,
16785,4986294,conflict,
16785,4986298,conflict,
16785,4986302,conflict,
19604,4986308,conflict,
14070,4986312,conflict,
16785,4986312,conflict,
13893,4986312,conflict,
25299,4986318,conflict,
5218,4986318,conflict,
14152,4986318,conflict,
22540,4986318,conflict,
22645,4986318,conflict,
16785,4986321,conflict,
16785,4986326,conflict,
16785,4986334,conflict,
16785,4986372,conflict,
16785,4986380,conflict,
16785,4986394,conflict,
22540,4986408,conflict,
22500,4986417,conflict,
11109,4986437,conflict,
11056,4986442,conflict,
8114,4986442,conflict,
22499,4986442,conflict,
16785,4986447,conflict,
16785,4986461,conflict,
22645,4986468,conflict,
16764,4986470,conflict,
16785,4986473,conflict,
16785,4986481,conflict,
16785,4986483,conflict,
13936,4986483,conflict,
20016,4986486,conflict,
16785,4986498,conflict,
22472,4986504,conflict,
14070,4986516,conflict,
16785,4986516,conflict,
16785,4986531,conflict,
16785,4986552,conflict,
16785,4986562,conflict,
16785,4986563,conflict,
16755,4986565,conflict,
22645,4986565,conflict,
13873,4986565,conflict,
16764,4986565,conflict,
22478,4986590,conflict,
16785,4986590,conflict,
16785,4986602,conflict,
16785,4986610,conflict,
16785,4986615,conflict,
16785,4986630,conflict,
16785,4986634,conflict,
16785,4986640,conflict,
8170,4986668,conflict,
16785,4986670,conflict,
25400,4986674,conflict,
19665,4986674,conflict,
16785,4986678,conflict,
16785,4986682,conflict,
16785,4986696,conflict,
5218,4986698,conflict,
16785,4986701,conflict,
13851,4986707,conflict,
16785,4986710,conflict,
22529,4986714,conflict,
16785,4986717,conflict,
25303,4986723,conflict,
16785,4986723,conflict,
19593,4986725,conflict,
16785,4986727,conflict,
5202,4986728,participant_in,
16785,4986730,conflict,
22500,4986733,conflict,
16785,4986737,conflict,
5421,4986737,conflict,
16785,4986746,conflict,
16785,4986747,conflict,
16785,4986749,conflict,
16785,4986752,conflict,
16785,4986758,conflict,
16764,4986769,conflict,
16785,4986775,conflict,
16785,4986780,conflict,
19604,4986786,conflict,
16785,4986790,conflict,
16785,4986794,conflict,
16785,4986796,conflict,
16785,4986801,conflict,
8170,4986807,conflict,
20690,4986807,conflict,
22903,4986809,conflict,
16755,4986809,conflict,
14152,4986809,conflict,
22540,4986809,conflict,
22645,4986809,conflict,
13873,4986809,conflict,
16764,4986809,conflict,
19806,4986813,conflict,
16785,4986818,conflict,
16785,4986821,conflict,
16785,4986834,conflict,
8170,4986835,conflict,
16785,4986842,conflict,
16785,4986843,conflict,
22478,4986851,conflict,
16785,4986851,conflict,
11109,4986852,conflict,
25661,4986853,conflict,
19631,4986853,conflict,
25307,4986853,conflict,
11109,4986856,conflict,
16785,4986863,conflict,
16785,4986869,conflict,
5195,4986883,conflict,
16785,4986886,conflict,
16785,4986887,conflict,
16785,4986890,conflict,
16785,4986899,conflict,
16785,4986906,conflict,
25302,4986906,conflict,
22562,4986906,conflict,
19617,4986906,conflict,
16755,4986907,conflict,
22478,4986909,conflict,
11029,4986913,conflict,
16785,4986921,conflict,
16785,4986925,conflict,
16785,4986949,conflict,
8170,4986950,conflict,
16785,4986953,conflict,
16785,4986954,conflict,
22500,4986971,conflict,
16785,4986973,conflict,
8170,4986975,conflict,
16850,4986975,conflict,
25400,4986975,conflict,
22478,4986984,conflict,
16785,4986984,conflict,
25303,4986989,conflict,
16785,4986989,conflict,
16785,4986994,conflict,
11029,4986995,conflict,
22478,4986997,conflict,
16785,4986997,conflict,
19633,4986997,conflict,
25303,4986997,conflict,
13893,4986997,conflict,
16785,4987001,conflict,
16785,4987007,conflict,
16785,4987009,conflict,
16755,4987010,conflict,
16751,4987015,participant_in,
19711,4987021,conflict,
16785,4987022,conflict,
22478,4987029,conflict,
16785,4987029,conflict,
13893,4987029,conflict,
19604,4987045,conflict,
22478,4987048,conflict,
19711,4987050,conflict,
16785,4987060,conflict,
16785,4987063,conflict,
25303,4987071,conflict,
16785,4987071,conflict,
5817,4987074,conflict,
14029,4987088,conflict,
16785,4987093,conflict,
11109,4987110,conflict,
16785,4987116,conflict,
16785,4987120,conflict,
16785,4987123,conflict,
11108,4987127,conflict,
22478,4987129,conflict,
8120,4987129,conflict,
14873,4987129,conflict,
19618,4987129,conflict,
16785,4987130,conflict,
14917,4987158,conflict,
23536,4987158,conflict,
6261,4987158,conflict,
20658,4987158,conflict,
16785,4987160,conflict,
16785,4987163,conflict,
16785,4987167,conflict,
22500,4987171,conflict,
16785,4987172,conflict,
16785,4987179,conflict,
16785,4987180,conflict,
5202,4987180,conflict,
16785,4987182,conflict,
16785,4987186,conflict,
16785,4987189,conflict,
16785,4987194,conflict,
16785,4987198,conflict,
16785,4987210,conflict,
16785,4987215,conflict,
11707,4987219,conflict,
16785,4987235,conflict,
16785,4987245,conflict,
16785,4987270,conflict,
13893,4987291,conflict,
16785,4987296,conflict,
13893,4987302,conflict,
16785,4987314,conflict,
16785,4987353,conflict,
13851,4987385,conflict,
22500,4987385,conflict,
16785,4987391,conflict,
25303,4987393,conflict,
16785,4987393,conflict,
16785,4987397,conflict,
22500,4987404,conflict,
13890,4987404,conflict,
19593,4987407,conflict,
13873,4987456,conflict,
16755,4987456,conflict,
22500,4987469,conflict,
16755,4987501,conflict,
16785,4987507,conflict,
16785,4987515,conflict,
16785,4987518,conflict,
16785,4987522,conflict,
16785,4987525,conflict,
16785,4987539,conflict,
22478,4987554,conflict,
16785,4987554,conflict,
22478,4987569,conflict,
16785,4987573,conflict,
16785,4987574,conflict,
16785,4987605,conflict,
16785,4987620,conflict,
19588,4987620,conflict,
16785,4987621,conflict,
16785,4987623,conflict,
16785,4987624,conflict,
16785,4987635,conflict,
16785,4987645,conflict,
16785,4987656,conflict,
13851,4987658,conflict,
22500,4987658,conflict,
22478,4987658,conflict,
19633,4987658,conflict,
16785,4987662,conflict,
19633,4987667,conflict,
25299,4987685,conflict,
16785,4987697,conflict,
11055,4987708,participant_in,
25278,4987708,significant_event,
16785,4987723,conflict,
22645,4987734,conflict,
16785,4987736,conflict,
16785,4987738,conflict,
16785,4987750,conflict,
22505,4987782,conflict,
11108,4987789,conflict,
16785,4987799,conflict,
11109,4987800,conflict,
12088,4987800,conflict,
20781,4987800,conflict,
16785,4987801,conflict,
16785,4987817,conflict,
16785,4987852,conflict,
16742,4987858,conflict,
16785,4987858,conflict,
25303,4987858,conflict,
11030,4987858,conflict,
16785,4987860,conflict,
16785,4987868,conflict,
11029,4987870,conflict,
16785,4987871,conflict,
16785,4987883,conflict,
25303,4987905,conflict,
16785,4987905,conflict,
19604,4987908,conflict,
25303,4987921,conflict,
16785,4987921,conflict,
25303,4987943,conflict,
16785,4987960,conflict,
22478,4987963,conflict,
19633,4987963,conflict,
16785,4987963,conflict,
16785,4987964,conflict,
16785,4987967,conflict,
16785,4987968,conflict,
13873,4987992,conflict,
16785,4987995,conflict,
5546,4987999,conflict,
16785,4988000,significant_event,
22500,4988007,conflict,
19604,4988008,conflict,
11109,4988009,conflict,
16850,4988009,conflict,
19711,4988010,conflict,
16785,4988012,conflict,
16755,4988013,conflict,
16742,4988034,conflict,
5195,4988037,conflict,
16785,4988042,conflict,
14318,4988048,conflict,
16785,4988051,conflict,
16785,4988057,conflict,
16785,4988058,conflict,
8722,4988062,conflict,
16785,4988072,conflict,
17743,4988072,conflict,
16785,4988076,conflict,
16785,4988104,conflict,
11109,4988111,conflict,
19665,4988111,conflict,
16785,4988113,conflict,
16785,4988117,conflict,
16785,4988127,conflict,
16785,4988146,conflict,
16785,4988156,conflict,
16785,4988161,conflict,
16785,4988176,conflict,
16785,4988199,conflict,
16785,4988200,conflict,
16785,4988203,conflict,
16785,4988212,conflict,
22478,4988214,conflict,
16785,4988214,conflict,
16785,4988216,conflict,
16785,4988218,conflict,
16785,4988224,conflict,
16785,4988225,conflict,
16785,4988231,conflict,
16785,4988243,conflict,
16785,4988246,conflict,
16785,4988262,conflict,
16785,4988267,conflict,
16785,4988269,conflict,
19604,4988270,conflict,
20012,4988270,conflict,
19593,4988270,conflict,
16785,4988275,conflict,
16785,4988293,conflict,
16785,4988294,conflict,
22936,4988306,conflict,
23121,4988306,conflict,
14496,4988306,conflict,
23333,4988306,conflict,
22478,4988314,conflict,
27030,4988314,conflict,
22478,4988316,conflict,
16785,4988319,conflict,
22478,4988323,conflict,
16785,4988323,conflict,
5215,4988329,significant_event,
16785,4988330,conflict,
8170,4988337,conflict,
16850,4988337,conflict,
11109,4988337,conflict,
19665,4988337,conflict,
16785,4988376,conflict,
16785,4988381,conflict,
16785,4988388,conflict,
16785,4988390,conflict,
8130,4988397,conflict,
14153,4988410,conflict,
8137,4988410,conflict,
25286,4988426,conflict,
16785,4988435,conflict,
16785,4988450,conflict,
16785,4988453,conflict,
16785,4988467,conflict,
16785,4988485,conflict,
16785,4988486,conflict,
16785,4988494,conflict,
22478,4988499,conflict,
22478,4988500,conflict,
16785,4988500,conflict,
16785,4988506,conflict,
25303,4988507,conflict,
16785,4988507,conflict,
16785,4988509,conflict,
16785,4988514,conflict,
16785,4988515,conflict,
16785,4988525,conflict,
16785,4988526,conflict,
16785,4988536,conflict,
22478,4988543,conflict,
16785,4988543,conflict,
11108,4988545,conflict,
22478,4988546,conflict,
16785,4988546,conflict,
16785,4988569,conflict,
16785,4988570,conflict,
16785,4988575,conflict,
16785,4988581,conflict,
16742,4988583,conflict,
11109,4988584,conflict,
16785,4988593,conflict,
5892,4988612,conflict,
16785,4988622,conflict,
16785,4988625,conflict,
16785,4988629,conflict,
16785,4988645,conflict,
22478,4988646,conflict,
16785,4988652,conflict,
16785,4988656,conflict,
16785,4988685,conflict,
16755,4988688,conflict,
19633,4988702,conflict,
22461,4988709,conflict,
16742,4988711,conflict,
11056,4988711,conflict,
25303,4988711,conflict,
16785,4988711,conflict,
16785,4988714,conflict,
16785,4988737,conflict,
16785,4988739,conflict,
25303,4988742,conflict,
16785,4988742,conflict,
16785,4988750,conflict,
8170,4988762,conflict,
22478,4988763,conflict,
22478,4988781,conflict,
16785,4988781,conflict,
16785,4988791,conflict,
16785,4988793,conflict,
5202,4988793,conflict,
25302,4988793,conflict,
22478,4988805,conflict,
16785,4988816,conflict,
5218,4988820,conflict,
22903,4988820,conflict,
14152,4988820,conflict,
22540,4988820,conflict,
22645,4988820,conflict,
13873,4988820,conflict,
16764,4988820,conflict,
8143,4988824,conflict,
16785,4988825,conflict,
16785,4988826,conflict,
16785,4988835,conflict,
16785,4988840,conflict,
16785,4988845,conflict,
16785,4988847,conflict,
16785,4988850,conflict,
16785,4988858,conflict,
22478,4988864,conflict,
11056,4988864,conflict,
16785,4988864,conflict,
13893,4988864,conflict,
16785,4988865,conflict,
16785,4988866,conflict,
19596,4988874,conflict,
16785,4988876,conflict,
5875,4988880,conflict,
13940,4988880,conflict,
9310,4988880,conflict,
6218,4988880,conflict,
22844,4988880,conflict,
25294,4988880,conflict,
22645,4988883,conflict,
16785,4988894,conflict,
13851,4988898,conflict,
16755,4988913,conflict,
16785,4988917,conflict,
16785,4988926,conflict,
8170,4988940,conflict,
16850,4988940,conflict,
16785,4988951,conflict,
25303,4988962,conflict,
16785,4988962,conflict,
16785,4988982,conflict,
16785,4988987,conflict,
5546,4988988,conflict,
8170,4989000,conflict,
8170,4989005,conflict,
16785,4989020,conflict,
13893,4989020,conflict,
25303,4989022,conflict,
16785,4989022,conflict,
16785,4989025,conflict,
16785,4989034,conflict,
16742,4989041,conflict,
11109,4989052,conflict,
16850,4989060,conflict,
16785,4989068,conflict,
22540,4989081,conflict,
16785,4989082,conflict,
16785,4989089,conflict,
16785,4989091,conflict,
8170,4989092,conflict,
16850,4989092,conflict,
16785,4989123,conflict,
22478,4989129,conflict,
16785,4989129,conflict,
13851,4989136,conflict,
13890,4989136,conflict,
22500,4989136,participant_in,
16785,4989161,conflict,
16785,4989163,conflict,
16742,4989173,conflict,
16785,4989187,conflict,
16785,4989189,conflict,
16785,4989191,conflict,
13851,4989192,conflict,
22500,4989192,conflict,
16785,4989231,conflict,
22500,4989237,conflict,
20637,4989241,conflict,
16785,4989248,conflict,
8302,4989248,conflict,
16785,4989278,conflict,
11055,4989282,conflict,
5215,4989282,conflict,
6270,4989282,conflict,
5218,4989284,conflict,
14070,4989298,conflict,
16785,4989298,conflict,
16785,4989307,conflict,
8170,4989308,conflict,
16785,4989315,conflict,
14070,4989328,conflict,
16785,4989328,conflict,
16785,4989343,conflict,
13873,4989347,conflict,
16764,4989347,conflict,
16850,4989347,conflict,
22478,4989357,conflict,
16785,4989360,conflict,
22500,4989390,conflict,
16785,4989391,conflict,
16785,4989394,conflict,
16785,4989397,conflict,
16785,4989400,conflict,
25303,4989402,conflict,
16785,4989402,conflict,
5215,4989402,conflict,
22478,4989402,conflict,
11109,4989416,conflict,
19665,4989416,conflict,
16785,4989429,conflict,
25303,4989434,conflict,
16785,4989446,conflict,
22500,4989452,conflict,
22478,4989452,conflict,
16785,4989453,conflict,
16785,4989465,conflict,
13851,4989470,conflict,
22500,4989470,conflict,
22478,4989470,conflict,
16785,4989484,conflict,
16785,4989494,conflict,
13851,4989496,conflict,
16742,4989525,conflict,
14141,4989528,conflict,
12022,4989556,conflict,
16785,4989563,conflict,
16785,4989592,conflict,
16785,4989594,conflict,
19629,4989599,conflict,
16785,4989601,conflict,
13873,4989602,conflict,
16785,4989619,conflict,
16785,4989621,conflict,
22478,4989636,conflict,
16785,4989636,conflict,
16785,4989638,conflict,
16785,4989652,conflict,
16785,4989653,conflict,
16785,4989671,conflict,
22500,4989696,conflict,
5315,4989696,conflict,
16747,4989696,conflict,
8259,4989696,conflict,
16785,4989726,conflict,
22478,4989727,conflict,
19593,4989731,conflict,
16785,4989803,conflict,
16785,4989819,conflict,
16785,4989828,conflict,
16785,4989851,conflict,
18202,4989853,conflict,
14070,4989854,conflict,
16785,4989854,conflict,
19665,4989867,significant_event,
16785,4989869,conflict,
8170,4989876,conflict,
16785,4989880,conflict,
5202,4989880,conflict,
21888,4989880,conflict,
16033,4989896,conflict,
16479,4989896,conflict,
5645,4989896,conflict,
19604,4989896,conflict,
14475,4989896,conflict,
5218,4989897,conflict,
16785,4989899,conflict,
22478,4989900,conflict,
16785,4989900,conflict,
16785,4989903,conflict,
16785,4989911,conflict,
16785,4989937,conflict,
25303,4989941,conflict,
16785,4989941,conflict,
14379,4989945,conflict,
16785,4989960,conflict,
11109,4989972,conflict,
16742,4989974,conflict,
11056,4989974,conflict,
25303,4989974,conflict,
16785,4989974,conflict,
16742,4989978,conflict,
16785,4989978,conflict,
16785,4989980,conflict,
16785,4989983,conflict,
16785,4989992,conflict,
16785,4990008,conflict,
25303,4990009,conflict,
16785,4990009,conflict,
16785,4990028,conflict,
16785,4990036,conflict,
14070,4990037,conflict,
16785,4990037,conflict,
16785,4990039,conflict,
16785,4990042,conflict,
22540,4990047,conflict,
16755,4990047,conflict,
16785,4990050,conflict,
16785,4990058,conflict,
16785,4990059,conflict,
16785,4990061,conflict,
11109,4990097,conflict,
19665,4990097,conflict,
16785,4990103,conflict,
13893,4990103,conflict,
16755,4990109,conflict,
22478,4990118,conflict,
16785,4990118,conflict,
22478,4990125,conflict,
16785,4990125,conflict,
22512,4990134,conflict,
8170,4990155,conflict,
16785,4990176,conflict,
16785,4990180,conflict,
16785,4990183,conflict,
22478,4990188,conflict,
16785,4990205,conflict,
19604,4990208,conflict,
22500,4990233,conflict,
16785,4990234,conflict,
16785,4990235,conflict,
16785,4990268,conflict,
16850,4990271,conflict,
19596,4990272,conflict,
25299,4990272,conflict,
5546,4990272,conflict,
22500,4990273,conflict,
5218,4990274,conflict,
16785,4990283,conflict,
16785,4990305,conflict,
16785,4990311,conflict,
22540,4990313,conflict,
16785,4990314,conflict,
5211,4990321,conflict,
25303,4990332,conflict,
16785,4990332,conflict,
22500,4990341,conflict,
11109,4990342,conflict,
22529,4990342,conflict,
16785,4990355,conflict,
16785,4990360,conflict,
25299,4990364,conflict,
5202,4990373,conflict,
25302,4990373,conflict,
22562,4990373,conflict,
13978,4990373,conflict,
11109,4990379,conflict,
16785,4990380,conflict,
22478,4990393,conflict,
5844,4990394,conflict,
19633,4990394,conflict,
16785,4990398,conflict,
25303,4990404,conflict,
16785,4990404,conflict,
16742,4990422,conflict,
16785,4990422,conflict,
16785,4990430,conflict,
13873,4990450,conflict,
16785,4990453,conflict,
22478,4990454,conflict,
16785,4990454,conflict,
13851,4990456,conflict,
22500,4990456,conflict,
16785,4990459,conflict,
16785,4990460,conflict,
16785,4990461,conflict,
22478,4990466,conflict,
16785,4990481,conflict,
16785,4990490,conflict,
16785,4990502,conflict,
16785,4990510,conflict,
25299,4990511,conflict,
5218,4990511,conflict,
16785,4990514,conflict,
22478,4990515,conflict,
16785,4990515,conflict,
16785,4990520,conflict,
5218,4990526,conflict,
16785,4990538,conflict,
5202,4990558,conflict,
13873,4990563,conflict,
16755,4990568,conflict,
25303,4990577,conflict,
16785,4990577,conflict,
22500,4990614,conflict,
8143,4990621,conflict,
16742,4990621,conflict,
25303,4990621,conflict,
11030,4990621,conflict,
16785,4990633,conflict,
